id,name,types,height,weight,color,habitat,shape,generation,evolution_chain
11,metapod,['bug'],7,99,green,forest,squiggle,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 7, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 10, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'butterfree', 'url': 'https://pokeapi.co/api/v2/pokemon-species/12/'}}], 'is_baby': False, 'species': {'name': 'metapod', 'url': 'https://pokeapi.co/api/v2/pokemon-species/11/'}}], 'is_baby': False, 'species': {'name': 'caterpie', 'url': 'https://pokeapi.co/api/v2/pokemon-species/10/'}}"
12,butterfree,"['bug', 'flying']",11,320,white,forest,bug-wings,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 7, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 10, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'butterfree', 'url': 'https://pokeapi.co/api/v2/pokemon-species/12/'}}], 'is_baby': False, 'species': {'name': 'metapod', 'url': 'https://pokeapi.co/api/v2/pokemon-species/11/'}}], 'is_baby': False, 'species': {'name': 'caterpie', 'url': 'https://pokeapi.co/api/v2/pokemon-species/10/'}}"
13,weedle,"['bug', 'poison']",3,32,brown,forest,armor,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 7, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 10, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'beedrill', 'url': 'https://pokeapi.co/api/v2/pokemon-species/15/'}}], 'is_baby': False, 'species': {'name': 'kakuna', 'url': 'https://pokeapi.co/api/v2/pokemon-species/14/'}}], 'is_baby': False, 'species': {'name': 'weedle', 'url': 'https://pokeapi.co/api/v2/pokemon-species/13/'}}"
14,kakuna,"['bug', 'poison']",6,100,yellow,forest,squiggle,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 7, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 10, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'beedrill', 'url': 'https://pokeapi.co/api/v2/pokemon-species/15/'}}], 'is_baby': False, 'species': {'name': 'kakuna', 'url': 'https://pokeapi.co/api/v2/pokemon-species/14/'}}], 'is_baby': False, 'species': {'name': 'weedle', 'url': 'https://pokeapi.co/api/v2/pokemon-species/13/'}}"
15,beedrill,"['bug', 'poison']",10,295,yellow,forest,bug-wings,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 7, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 10, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'beedrill', 'url': 'https://pokeapi.co/api/v2/pokemon-species/15/'}}], 'is_baby': False, 'species': {'name': 'kakuna', 'url': 'https://pokeapi.co/api/v2/pokemon-species/14/'}}], 'is_baby': False, 'species': {'name': 'weedle', 'url': 'https://pokeapi.co/api/v2/pokemon-species/13/'}}"
16,pidgey,"['normal', 'flying']",3,18,brown,forest,wings,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 18, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 36, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'pidgeot', 'url': 'https://pokeapi.co/api/v2/pokemon-species/18/'}}], 'is_baby': False, 'species': {'name': 'pidgeotto', 'url': 'https://pokeapi.co/api/v2/pokemon-species/17/'}}], 'is_baby': False, 'species': {'name': 'pidgey', 'url': 'https://pokeapi.co/api/v2/pokemon-species/16/'}}"
17,pidgeotto,"['normal', 'flying']",11,300,brown,forest,wings,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 18, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 36, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'pidgeot', 'url': 'https://pokeapi.co/api/v2/pokemon-species/18/'}}], 'is_baby': False, 'species': {'name': 'pidgeotto', 'url': 'https://pokeapi.co/api/v2/pokemon-species/17/'}}], 'is_baby': False, 'species': {'name': 'pidgey', 'url': 'https://pokeapi.co/api/v2/pokemon-species/16/'}}"
18,pidgeot,"['normal', 'flying']",15,395,brown,forest,wings,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 18, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 36, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'pidgeot', 'url': 'https://pokeapi.co/api/v2/pokemon-species/18/'}}], 'is_baby': False, 'species': {'name': 'pidgeotto', 'url': 'https://pokeapi.co/api/v2/pokemon-species/17/'}}], 'is_baby': False, 'species': {'name': 'pidgey', 'url': 'https://pokeapi.co/api/v2/pokemon-species/16/'}}"
19,rattata,['normal'],3,35,purple,grassland,quadruped,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 20, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}, {'base_form': {'name': 'rattata-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10091/'}, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 20, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': 'night', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'raticate', 'url': 'https://pokeapi.co/api/v2/pokemon-species/20/'}}], 'is_baby': False, 'species': {'name': 'rattata', 'url': 'https://pokeapi.co/api/v2/pokemon-species/19/'}}"
20,raticate,['normal'],7,185,brown,grassland,quadruped,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 20, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}, {'base_form': {'name': 'rattata-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10091/'}, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 20, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': 'night', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'raticate', 'url': 'https://pokeapi.co/api/v2/pokemon-species/20/'}}], 'is_baby': False, 'species': {'name': 'rattata', 'url': 'https://pokeapi.co/api/v2/pokemon-species/19/'}}"
21,spearow,"['normal', 'flying']",3,20,brown,rough-terrain,wings,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 20, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'fearow', 'url': 'https://pokeapi.co/api/v2/pokemon-species/22/'}}], 'is_baby': False, 'species': {'name': 'spearow', 'url': 'https://pokeapi.co/api/v2/pokemon-species/21/'}}"
22,fearow,"['normal', 'flying']",12,380,brown,rough-terrain,wings,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 20, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'fearow', 'url': 'https://pokeapi.co/api/v2/pokemon-species/22/'}}], 'is_baby': False, 'species': {'name': 'spearow', 'url': 'https://pokeapi.co/api/v2/pokemon-species/21/'}}"
23,ekans,['poison'],20,69,purple,grassland,squiggle,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 22, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'arbok', 'url': 'https://pokeapi.co/api/v2/pokemon-species/24/'}}], 'is_baby': False, 'species': {'name': 'ekans', 'url': 'https://pokeapi.co/api/v2/pokemon-species/23/'}}"
24,arbok,['poison'],35,650,purple,grassland,squiggle,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 22, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'arbok', 'url': 'https://pokeapi.co/api/v2/pokemon-species/24/'}}], 'is_baby': False, 'species': {'name': 'ekans', 'url': 'https://pokeapi.co/api/v2/pokemon-species/23/'}}"
25,pikachu,['electric'],4,60,yellow,forest,quadruped,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': 220, 'min_level': None, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': {'name': 'thunder-stone', 'url': 'https://pokeapi.co/api/v2/item/83/'}, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': None, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'use-item', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/3/'}, 'turn_upside_down': False, 'used_move': None}, {'base_form': None, 'gender': None, 'held_item': None, 'item': {'name': 'thunder-stone', 'url': 'https://pokeapi.co/api/v2/item/83/'}, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': None, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': {'name': 'alola', 'url': 'https://pokeapi.co/api/v2/region/7/'}, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'use-item', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/3/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'raichu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/26/'}}], 'is_baby': False, 'species': {'name': 'pikachu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/25/'}}], 'is_baby': True, 'species': {'name': 'pichu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/172/'}}"
26,raichu,['electric'],8,300,yellow,forest,upright,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': 220, 'min_level': None, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': {'name': 'thunder-stone', 'url': 'https://pokeapi.co/api/v2/item/83/'}, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': None, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'use-item', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/3/'}, 'turn_upside_down': False, 'used_move': None}, {'base_form': None, 'gender': None, 'held_item': None, 'item': {'name': 'thunder-stone', 'url': 'https://pokeapi.co/api/v2/item/83/'}, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': None, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': {'name': 'alola', 'url': 'https://pokeapi.co/api/v2/region/7/'}, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'use-item', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/3/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'raichu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/26/'}}], 'is_baby': False, 'species': {'name': 'pikachu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/25/'}}], 'is_baby': True, 'species': {'name': 'pichu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/172/'}}"
27,sandshrew,['ground'],6,120,yellow,rough-terrain,upright,generation-i,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 22, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}, {'base_form': {'name': 'sandshrew-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10101/'}, 'gender': None, 'held_item': None, 'item': {'name': 'ice-stone', 'url': 'https://pokeapi.co/api/v2/item/885/'}, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': None, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'use-item', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/3/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'sandslash', 'url': 'https://pokeapi.co/api/v2/pokemon-species/28/'}}], 'is_baby': False, 'species': {'name': 'sandshrew', 'url': 'https://pokeapi.co/api/v2/pokemon-species/27/'}}"
